img_id,caption
417653.jpg,a man is standing on a skateboard in a park
414261.jpg,a black bear is standing on a rock
222662.jpg,a woman walking down a street with an umbrella
232646.jpg,a stop sign with a street sign on it
519138.jpg,a group of giraffes are standing in a field
153092.jpg,a bird standing on a wooden bench in a river
153167.jpg,a plane is parked on a runway
160614.jpg,a man is sitting on a bed with a laptop
23986.jpg,a baseball player is standing on a baseball field
508917.jpg,a train is on the tracks in a city
320804.jpg,a plate of donuts and a fork on a plate
155974.jpg,a black cat is standing in a bathroom sink
529524.jpg,a group of people standing in a market with bananas
547630.jpg,a plate of food on a table with a cup of coffee
515773.jpg,a teddy bear sitting on a bed in a room
142420.jpg,a refrigerator with a refrigerator and a bowl of vegetables
62048.jpg,a man and a woman are playing frisbee in the sand
247366.jpg,a man in a bikini holding a surfboard
396303.jpg,a group of people sitting at a table with a bunch of food
444502.jpg,a baseball player is swinging his bat at a ball
517534.jpg,a couple of elephants standing on a dirt road
239668.jpg,a train is on the tracks in a city
213570.jpg,a man is walking on the beach with a surfboard
144706.jpg,a street sign with a street sign on the side of the street
163777.jpg,a dog is sitting on the back of a car
17870.jpg,a room with a window and a vase of flowers
363908.jpg,a baseball player is swinging a bat at a ball
134955.jpg,a plate of food on a table
42658.jpg,a living room with a couch and a table
359073.jpg,a group of people on skis on a snowy slope
378849.jpg,a man is standing in front of a building
330611.jpg,a man riding a skateboard down a ramp
97427.jpg,a kitchen with a stove and a stove
204981.jpg,a plate of food and a sandwich on a table
235156.jpg,a man is playing tennis on a tennis court
255462.jpg,a boat is on the water with a large body of water
129726.jpg,a man is playing frisbee in a field
446391.jpg,a bowl of carrots and a knife on a plate
473607.jpg,a baseball player is swinging a bat at a ball
116100.jpg,a kitchen with a stove and a sink
243564.jpg,a man riding a skateboard down a street
324567.jpg,a plane flying over a field with a mountain in the background
50819.jpg,a large clock tower with a clock on the top
165271.jpg,a living room with a clock on the wall
347755.jpg,a man sitting on a bench with a man in the background
138742.jpg,a man on skis is riding down a snowy hill
159777.jpg,a clock tower with a clock on the top
361334.jpg,a man flying a kite on a beach
480683.jpg,a kitchen with a stove and a sink
488567.jpg,a street with a stop sign and a street sign
38670.jpg,a man in a suit and tie is standing in a room
408773.jpg,a man is riding a skateboard on a ramp
349928.jpg,a group of people standing next to a parking meter
461311.jpg,a group of people flying kites on a sunny day
152012.jpg,a group of people playing a game of frisbee
117137.jpg,a bus is parked on a street corner
520486.jpg,a group of people walking down a street with umbrellas
534247.jpg,a vase with a bunch of flowers on it
409439.jpg,a baseball player is holding a baseball bat
500650.jpg,a street with a sign on the side of it
261596.jpg,a couple of elephants are standing in the sand
465824.jpg,a woman sitting on a motorcycle in a parking lot
65375.jpg,a boat with a boat on it in a river
106364.jpg,a man riding a wave on top of a surfboard
108123.jpg,a baseball player is swinging a bat at a ball
381945.jpg,a pizza with cheese and cheese on a table
413852.jpg,a group of skiers are standing on a snowy mountain
227125.jpg,a traffic light with a sign on it
22578.jpg,a white and white dog standing in a field
324332.jpg,a group of people standing in front of a bus
102908.jpg,a man is playing frisbee on a park
321324.jpg,a pizza with a knife and a knife
98689.jpg,a man is playing tennis on a tennis court
11168.jpg,a person is holding a pair of scissors
72237.jpg,a pair of scissors and a knife on a white table
384680.jpg,a truck with a truck on the back of it
568531.jpg,a baby elephant is standing in the water
334321.jpg,a dog is sitting on a bench in the sand
352623.jpg,a woman is holding a white object in the bathroom
515916.jpg,a group of people standing on a skateboard
516945.jpg,a group of people walking down a street
314034.jpg,a group of cows are standing in a field
335871.jpg,a group of people standing on a street
490535.jpg,a kitchen with a stove and a stove
321709.jpg,a man riding a motorcycle on a street next to a street
277749.jpg,a horse is standing in the water with a dog
12370.jpg,a man riding a motorcycle down a street
393203.jpg,a herd of cattle grazing on a lush green field
381948.jpg,a small airplane flying over a body of water
365121.jpg,a pizza with a fork and a fork on a plate
403817.jpg,a cat is sitting on a desk with a laptop
429184.jpg,a cow with a dog standing on a dirt road
440554.jpg,a man is swinging a bat at a ball
6295.jpg,a woman sitting on a couch with a cell phone
65136.jpg,a group of people standing on a snow covered slope
454477.jpg,a group of people sitting at a table
15569.jpg,a bathroom with a toilet and a toilet
463414.jpg,a man is sitting at a table with a plate of food
352739.jpg,a living room with a couch and a television
227205.jpg,a train is going down the tracks in a city
27622.jpg,a man and a woman sitting on a bench with a cat
130949.jpg,a woman sitting at a table with a laptop
359872.jpg,a baby elephant standing next to a baby elephant
205671.jpg,a man riding a wave on top of a surfboard
544639.jpg,a zebra standing in a field with a tree in the background
459117.jpg,a horse and carriage on a city street
187502.jpg,a man riding a skateboard on top of a ramp
294718.jpg,a man standing next to a bus with a suitcase
549898.jpg,a man riding a motorcycle down a street
517468.jpg,a young boy is playing with a baseball
569900.jpg,a living room with a couch and a table
229858.jpg,a horse standing in a field with trees in the background
450263.jpg,a woman sitting on a bench in front of a man
560880.jpg,a group of people walking down a road with horses
560580.jpg,a bird is standing in the water
383163.jpg,a truck with a truck on the back of it
80305.jpg,a man and a woman sitting at a table with a pizza
308080.jpg,a cow standing on a rock in a field
173046.jpg,a dog is holding a frisbee in its mouth
577526.jpg,a cat laying on top of a laptop
204103.jpg,a woman is standing in the street with a dog
262009.jpg,a group of people standing in a room
453907.jpg,a sandwich with a knife and a fork
499095.jpg,a woman and a woman standing in a living room
74403.jpg,a plate of food with broccoli and broccoli
348217.jpg,a man is playing tennis on a tennis court
211042.jpg,a cat sitting on a toilet in a bathroom
395083.jpg,a kite flying in the air in a field
377583.jpg,a kitchen with a stove and a stove top oven
487930.jpg,a dog is standing in a field of grass
322324.jpg,a table with a plate of food and a cup of coffee
424091.jpg,a street sign on a street with a clock
316258.jpg,a boat is traveling down a river in the water
521351.jpg,a truck is parked on the side of the road
493408.jpg,a toilet with a toilet in it and a toilet
31590.jpg,a man in a suit and tie is standing in a park
403360.jpg,a dog is looking out the window of a car
112362.jpg,a man and a woman standing on a sidewalk
400950.jpg,a man is riding on the back of a horse
274876.jpg,a man is playing tennis on a tennis court
116353.jpg,a living room with a living room and a living room
414379.jpg,a group of people walking down a street
524929.jpg,a person holding a banana in a box
501527.jpg,a man is holding a surfboard in the ocean
490471.jpg,a vase of flowers on a table with a vase of flowers
447623.jpg,a stop sign is on the side of the road
224742.jpg,a bathroom with a toilet and a toilet
247301.jpg,a cat laying on a bed with a bottle of water
392382.jpg,a woman is riding a bicycle with a man
278931.jpg,a man is holding a wii remote in his hand
503734.jpg,a bunch of fruits on a table with a table
566489.jpg,a bathroom with a sink and a toilet in it
539075.jpg,a group of motorcycles are on a city street
525834.jpg,a polar bear is laying on the ground
61150.jpg,a man is playing baseball is swinging a bat
461507.jpg,a bear is standing in a forest with trees
329001.jpg,a man is standing in the grass with a dog
29687.jpg,a man in a hat is standing next to a man
362797.jpg,a group of people flying kites in a field
177837.jpg,a bed with a white blanket and a cat
14592.jpg,a man is standing on a beach with a banana
404005.jpg,a man is holding a hot dog in his hand
205181.jpg,a train is going down the tracks in a park
141766.jpg,a sign with a sign on the side of it
505477.jpg,a group of people standing on top of a snowy slope
66008.jpg,a man riding a wave on top of a surfboard
44679.jpg,a man and a woman are standing in front of a group of people
531137.jpg,a table with a table and a pizza on it
90284.jpg,a woman is playing tennis on a tennis court
368576.jpg,a baseball player is swinging at a ball
219445.jpg,a man riding a horse on a street
30361.jpg,a plate of food with a knife and a cup of coffee
188474.jpg,a clock tower with a clock on the top
242678.jpg,a group of people are standing on a street
466926.jpg,a woman sitting on a bench with a cell phone
376264.jpg,a laptop computer and a laptop computer on a table
192023.jpg,two skiers are standing on a snowy mountain
247477.jpg,a living room with a couch a table and a table
134454.jpg,a baseball player is swinging a bat at a ball
121358.jpg,a baby sitting on a bed with a stuffed animal
443053.jpg,a man riding a wave on a surfboard
137803.jpg,a group of people riding horses down a street
149962.jpg,a man is riding a skateboard on a ramp
115355.jpg,a man is standing next to a man and a man
454543.jpg,a woman is playing a game with a wii controller
346314.jpg,a baseball player is swinging a bat at a baseball
423480.jpg,a bunch of donuts are sitting on a table
88592.jpg,a group of people on skis on a snowy slope
401024.jpg,a person is holding a pair of scissors in a box
137591.jpg,a zebra standing in a field with a fence
135442.jpg,a woman is riding a skateboard on a ramp
485193.jpg,a street with a car and a traffic light
237443.jpg,two giraffes standing in a field with a tree in the background
94842.jpg,a stop sign with a street sign on it
128679.jpg,a cat sitting on a chair in front of a window
411191.jpg,a plate of food with a plate of broccoli and a fork
52490.jpg,a table with a plate of food and a plate of food
511406.jpg,a man riding a motorcycle down a street
86292.jpg,a tennis court with a tennis ball in the background
524627.jpg,a group of people standing around a table with a cake
544926.jpg,a man riding a bike down a dirt road
339426.jpg,a baseball player swinging a bat at a ball
301985.jpg,a woman is standing next to a horse
319741.jpg,a woman sitting on a chair with a dog
574492.jpg,a man is sitting at a table with a laptop
176007.jpg,a pair of remote controls sitting on a table
12497.jpg,a man flying a kite in a field
4286.jpg,a giraffe standing in a field with trees in the background
311744.jpg,a plate of food with a sandwich and a sandwich
352228.jpg,a truck with a truck on the back of it
427789.jpg,a bicycle parked next to a parking meter
275855.jpg,a laptop computer sitting on top of a table
468845.jpg,a sandwich with a sandwich on it on a table
144929.jpg,a woman is walking down a street with a frisbee
294853.jpg,a man and a woman standing next to each other
250849.jpg,a dog is sitting in a tree in a field
106096.jpg,a young boy is standing in front of a train
152514.jpg,a teddy bear sitting on a bed with a book
346164.jpg,a man in a suit and tie standing in front of a tv
294360.jpg,a person on a snowboard jumping over a snow covered slope
223214.jpg,a man riding a wave on top of a surfboard
464037.jpg,a group of people standing around a man on a motorcycle
20273.jpg,a bus is parked on the street next to a building
291390.jpg,a plate of food with a plate of food
229478.jpg,a red bus is parked on a street next to a street
327479.jpg,a train is on a train track on a track
303593.jpg,a man in a baseball uniform holding a cell phone
531948.jpg,a bathroom with a sink and a mirror
114194.jpg,a glass of wine and a vase of flowers sitting on a table
288659.jpg,a young boy riding a skateboard down a street
82896.jpg,a man riding a wave on top of a surfboard
347933.jpg,a plate of food on a table with a plate of coffee
428925.jpg,a woman is holding a cell phone in her hand
54607.jpg,a stop sign with a sign on the side of it
362035.jpg,a hot dog with a sandwich and a knife
375426.jpg,a person is holding a sandwich in a bun
566536.jpg,a baby sitting on a bed with a laptop
334928.jpg,a man in a white shirt and a white shirt and a red and white hat
120179.jpg,a baseball player is swinging a bat at a ball
523985.jpg,a white teddy bear sitting on a table
560644.jpg,a woman is sitting on a toilet in a bathroom
458355.jpg,a man is playing baseball on a field
188137.jpg,a man is holding a baseball bat in a baseball field
42743.jpg,a woman is holding a tennis racket on a court
416819.jpg,a zebra standing in the dirt near a fence
121929.jpg,a man and a woman are walking down a street
510340.jpg,a man is standing next to a motorcycle
519193.jpg,a group of people standing in a parking lot
134185.jpg,a man standing on a sidewalk in front of a building
186632.jpg,a living room with a couch a table and a table
135319.jpg,a clock on a pole in front of a building
570196.jpg,a white truck is parked in a field
491071.jpg,a kitchen with a sink and a sink
466410.jpg,a vase with a flower in it sitting on a table
49591.jpg,a bowl of food on a table with a bowl of fruit
485294.jpg,a person laying on a bed with a bed
260447.jpg,a train is on a bridge over a river
444799.jpg,a group of men sitting on a field
72556.jpg,a cat is standing in the grass with a tree
517879.jpg,a group of giraffes are standing in the grass
233630.jpg,a man is skateboarding on a skateboard
188824.jpg,a cat sitting on a bed with a cat
529917.jpg,a man and a woman are standing in front of a man
271360.jpg,a man standing in front of a car with a truck
410272.jpg,a man standing in a kitchen with a table and a kitchen
271283.jpg,a pizza with cheese and cheese on it
349791.jpg,a bed with a clock on it in a room
106935.jpg,a zebra standing in a field with a frisbee
308564.jpg,a plate of food with a sandwich and a fork
506439.jpg,a truck with a bunch of people on it
225133.jpg,a group of different types of flowers in a kitchen
332296.jpg,a street sign on a street corner in a city
64834.jpg,a laptop computer sitting on top of a table
399513.jpg,a bathroom with a sink and a mirror
182957.jpg,a woman wearing a suit and a tie
546058.jpg,a giraffe standing next to a tree in a field
67470.jpg,a man riding a motorcycle with a dog
246608.jpg,a man riding a wave on top of a surfboard
477409.jpg,a kite flying in the sky with a man on the beach
545791.jpg,a man is sitting at a table with a table
503399.jpg,a man is playing a video game in a field
138161.jpg,a cat is sitting on a desk with a keyboard
45962.jpg,a bunch of bananas are on a table
478282.jpg,a vase with a flower in it sitting on a table
430791.jpg,a man is standing on a skateboard in a skate park
246491.jpg,a living room with a couch and a television
562067.jpg,a man is skiing down a snowy hill
561027.jpg,a polar bear walking across a snow covered field
269543.jpg,a group of people are walking down a train track
265464.jpg,a man is riding a wave on a surfboard
529824.jpg,a street sign with a street sign on the side of it
352587.jpg,a group of cows standing on a lush green field
68786.jpg,a man sitting on a bench with a woman on a motorcycle
551241.jpg,a large building with a clock tower on top
278394.jpg,a bird flying in the air with a clock on the top
548942.jpg,a man is sitting at a table with a toothbrush
252731.jpg,a bed with a bed and a bed
184761.jpg,a herd of cows are standing in a field
216304.jpg,a plane parked on a runway with a man on the back
254366.jpg,a bench sitting on the ground in a park
525273.jpg,a man sitting at a table with a laptop computer
531987.jpg,a giraffe is standing in front of a man
290215.jpg,a group of people standing on a tennis court
478445.jpg,a woman is playing tennis on a tennis court
532866.jpg,a group of people sitting on a couch
58216.jpg,a group of sheep are standing in a field
285096.jpg,a large boat on a river with a man and a man
65262.jpg,a large airplane is flying over a runway
26498.jpg,a baseball player swinging a bat on a field
237142.jpg,a vase with a clock on the top
551717.jpg,a man is standing in a train station with a train
250766.jpg,a plate of food on a plate
539922.jpg,a vase with a flower in it and a vase
242982.jpg,a kitchen with a stove and a stove in a kitchen
69047.jpg,a sandwich is on a plate with a sandwich
139440.jpg,a group of people are riding a surf board
333151.jpg,a baseball player is standing on the field
103566.jpg,a person is holding a hot dog in a box
322253.jpg,a person riding a motorcycle down a street
150267.jpg,a bus is parked on the street in a city
374976.jpg,a large clock tower with a clock on the top
348436.jpg,a motorcycle parked on the side of the road
572495.jpg,a computer with a computer and a mouse
148999.jpg,a large group of people are standing in a train station
302489.jpg,a group of people are sitting on a beach
464140.jpg,a woman is sitting at a table with a hot dog
540988.jpg,a bench on a sidewalk with a sign on it
159582.jpg,a double decker bus is driving down the street
502605.jpg,a bunch of carrots and a knife on a table
490887.jpg,a motorcycle parked on the street next to a street
400303.jpg,a train is on the tracks in a city
523315.jpg,a teddy bear with a red collar on a bed
407246.jpg,a man is skiing down a snowy street
92219.jpg,a man in a suit and tie holding a #RARE#
65924.jpg,a street with a street sign and a street sign
383950.jpg,a street sign with a sign on it
448413.jpg,a cat is sitting on a wooden table
316534.jpg,a group of horses are standing in a field
232311.jpg,a man riding a skateboard down a concrete ramp
389304.jpg,a sign with a sign on it and a sign
530289.jpg,a woman is playing tennis on a court
492606.jpg,a couple of giraffes standing in the middle of a field
75612.jpg,a group of people standing in a room
44704.jpg,a blender with a glass of wine on it
302867.jpg,a train is on the tracks in a train station
411009.jpg,a man is playing a game of soccer on a field
417596.jpg,a bench sitting on the side of a building
230884.jpg,a man riding a skateboard down a street
528080.jpg,a desk with a laptop and a laptop
437592.jpg,a man riding a wave on top of a surfboard
531224.jpg,a double decker bus is parked on the street
401336.jpg,a bathroom with a toilet a sink and a mirror
327181.jpg,a group of people standing around a table
184672.jpg,a man riding a snowboard down a snow covered slope
395567.jpg,a man is playing frisbee on a field
90867.jpg,a group of traffic lights and street signs on a pole
402954.jpg,a living room with a couch and a television
45587.jpg,a man riding a wave on a surfboard
237622.jpg,a cow standing in a field with a fence
283803.jpg,a man standing in a kitchen with a pizza
223014.jpg,a woman is playing tennis on a court
349133.jpg,a pizza with cheese and cheese and cheese
407809.jpg,a dog is playing with a frisbee in a field
279386.jpg,a cat is sitting on a table with a bottle of wine
530001.jpg,a kitchen with a stove and a stove
208024.jpg,a kitchen with a stove and a stove and a stove
46155.jpg,a man is playing tennis on a tennis court
260126.jpg,a man and woman are standing in front of a building
187882.jpg,a street sign on a pole on a city street
569729.jpg,a dog is sitting in a car seat
119445.jpg,a man is swinging a bat at a baseball game
469618.jpg,a group of people sitting at a table with a plate of food
507928.jpg,a man riding a horse on a dirt road
350974.jpg,a group of people standing in the sand with a kite
537424.jpg,a man is eating a piece of pizza
11697.jpg,a street with a street sign and a sign
260838.jpg,a man standing on a elephant in a river
190798.jpg,a cat sitting on the toilet in the bathroom
459514.jpg,a group of people walking down a street
351528.jpg,a cat sitting on a table with a laptop
346028.jpg,a horse drawn carriage is pulling a carriage
518440.jpg,a hot dog with cheese and cheese on a plate
241919.jpg,a pair of scissors sitting on a table
307182.jpg,a truck is parked on the side of the street
396010.jpg,a bathroom with a toilet and a sink
468354.jpg,a boat is floating on a body of water
303543.jpg,a man and a woman are on a surfboard
23444.jpg,a refrigerator with a cat and a refrigerator
389249.jpg,a young boy is holding a baseball bat
297257.jpg,a living room with a couch and a television
281891.jpg,a cow is standing in the water in the water
487007.jpg,a woman is sitting at a table with a pizza
26924.jpg,a woman is holding a teddy bear in a room
96067.jpg,a young boy is holding a knife to eat a glass of wine
428698.jpg,a living room with a table and a table
71667.jpg,a group of people walking down a street
296152.jpg,a man in a suit and a tie
297092.jpg,two men are standing on a field playing baseball
127084.jpg,a living room with a couch and a television
572830.jpg,a large grassy field with a kite flying in the sky
534267.jpg,a man riding a skateboard down a street
339352.jpg,a computer monitor sitting on top of a desk
565034.jpg,a computer desk with a computer and a monitor
368.jpg,a group of people are playing soccer on a field
199555.jpg,a man is walking down a street with a backpack
101435.jpg,a man is riding a surfboard on a wave
459631.jpg,a clock on a wall with a clock on the top
15303.jpg,a man riding a wave on top of a surfboard
255056.jpg,a person is flying a kite on the beach
82879.jpg,a woman is holding a surfboard on the street
16377.jpg,a dog is standing on a bench in a park
461868.jpg,a man flying a kite in a city
478076.jpg,a woman is holding a horse in the field
259417.jpg,a bathroom with a toilet and a sink
378305.jpg,a group of people flying kites in a field
221478.jpg,a pizza with broccoli and a pizza on it
486471.jpg,a group of young boys playing a game of soccer
490860.jpg,a baby elephant standing in a dirt field
148584.jpg,a cake with a white cake on it
72177.jpg,a man holding a cell phone in his hand
225228.jpg,a living room with a couch and a table
225406.jpg,a bird sitting on a beach with a bird
219920.jpg,a clock tower with a clock on it
187241.jpg,a man and a woman are holding a #RARE#
344669.jpg,a red fire truck is parked in a parking lot
237131.jpg,a kitchen with a table and a table
217009.jpg,a man sitting on a bench on a bench
299493.jpg,a bus is parked on the street in a city
465137.jpg,a man and a woman playing a video game
138067.jpg,a train is going down the tracks in a city
11505.jpg,a desk with a computer and a computer and a computer
432153.jpg,a plate of food with a fork and a fork
398377.jpg,a man and woman sitting on a couch
401169.jpg,a man is playing frisbee in a park
338579.jpg,a herd of cows grazing on a grassy field
282208.jpg,a man is jumping in the air on a motorcycle
73195.jpg,a group of elephants standing on top of a lush green field
168440.jpg,a bathroom with a sink and a mirror
80472.jpg,a woman is holding a dog on a couch
474186.jpg,a pizza with a knife and a fork on it
10472.jpg,a man riding a horse drawn carriage
156458.jpg,a dog is playing with a frisbee in a wooden park
1224.jpg,a giraffe is standing in a zoo
328743.jpg,a polar bear is standing in the water
291451.jpg,a red and white train pulling into a train station
60951.jpg,a man is holding a tennis racket on a court
430149.jpg,a man riding a snowboard down a snow covered slope
42416.jpg,a table with a plate of food and a plate of food
134649.jpg,a bathroom with a toilet and a sink
254127.jpg,a man is jumping a snowboard in the air
335653.jpg,a clock on a wall with a clock on it
350840.jpg,a man riding a wave on top of a surfboard
547635.jpg,a young boy is holding a frisbee in his hand
328289.jpg,a group of horses standing on top of a grass covered field
249676.jpg,a zebra standing in a field of tall grass
58864.jpg,a laptop computer sitting on top of a table
269026.jpg,a horse is standing in the grass next to a fence
92248.jpg,a clock tower with a clock on the top
520449.jpg,a man and a dog are sitting on a field
163814.jpg,a man riding a skateboard down a street
126044.jpg,a man riding a wave on top of a surfboard
221189.jpg,a woman on skis in the snow
520531.jpg,a cat sitting on a desk with a laptop
155292.jpg,a living room with a couch and a television
229419.jpg,a cow is standing in a field with a dog
511724.jpg,a group of elephants standing on a field of grass
448998.jpg,a woman on a skateboard on a city street
153639.jpg,a pizza with a pizza on a table
337779.jpg,a person holding a cell phone on a phone
467973.jpg,a glass of wine and a glass of wine
458752.jpg,a baseball player is throwing a ball on a field
114316.jpg,a woman is preparing food in a kitchen
308110.jpg,a train is parked on the tracks
80948.jpg,a pizza on a table with a fork and a fork
522754.jpg,a man is playing a video game in the living room
425973.jpg,a cow is standing in a field of grass
344705.jpg,a street sign on the side of a building
449402.jpg,a man is holding a cell phone in his hand
409953.jpg,a street sign on a pole on a street corner
478142.jpg,a man riding a motorcycle down a street
110780.jpg,a man riding a wave on top of a surfboard
550540.jpg,a man is playing frisbee in a field
245853.jpg,a woman in a white shirt and a tie
37124.jpg,a woman sitting on a bench with a dog
10008.jpg,a bed and a window in a bedroom
200212.jpg,a bus is parked on the side of the street
451571.jpg,a pizza with a knife and cheese on a plate
60035.jpg,a woman is holding a cell phone in her hand
408802.jpg,a clock tower with a clock on it
429791.jpg,a couple of elephants are standing in a zoo
71699.jpg,a man is holding a baseball bat in a baseball game
8019.jpg,a man flying a kite in a field
409016.jpg,a man is playing tennis on a tennis court
483374.jpg,two women are standing in a kitchen with a woman in her hand
27519.jpg,a man standing next to a man on a bike
355685.jpg,a group of people sitting at a table with a cake
40855.jpg,a woman sitting on a bench with a laptop
152459.jpg,a man and a woman are riding on the back of a elephant
260310.jpg,a person standing on a street with a umbrella
78929.jpg,a plate of food with a sandwich and a fork
419396.jpg,a table with a bunch of donuts on it
571136.jpg,a bathroom with a toilet and a sink
12345.jpg,a man and a woman are standing next to a man
224134.jpg,a woman and a woman playing a video game
281103.jpg,a large white and blue plane is flying in the air
251524.jpg,a banana is on the table with a frisbee
572250.jpg,a giraffe standing in a field with a fence in the background
437440.jpg,a man riding a snowboard down a snow covered slope
238196.jpg,a group of boats are docked in the water
40108.jpg,a man riding a wave on top of a surfboard
204074.jpg,a group of people riding bikes on a street
445371.jpg,a dog is sitting on a bench in a park
468043.jpg,a man and a woman sitting on a bench
28820.jpg,a giraffe standing next to a tree in a zoo
478781.jpg,a large clock on a kitchen counter with a large clock
283840.jpg,a plate of food with a sandwich and a fork
314179.jpg,a kitchen with a stove and a stove
339105.jpg,a group of zebras are standing in a field
442445.jpg,a group of horses are standing in a field
90374.jpg,a woman is playing a game of tennis
315256.jpg,a bedroom with a bed a table and a window
413970.jpg,a woman sitting at a table with a plate of food
265128.jpg,a man in a white shirt and a woman holding a cell phone
141760.jpg,a woman is holding a donut in her hand
444464.jpg,two giraffes are standing in a field of grass and trees
314758.jpg,a group of people playing a game of frisbee
391561.jpg,a woman in a dress and a tie standing in a room
447150.jpg,a group of people walking down a street with a bicycle
557258.jpg,a toilet in a bathroom with a toilet and a toilet
141053.jpg,a group of horses standing on top of a grass covered field
46905.jpg,a cat laying on a bed in a room
428214.jpg,a dog laying on a desk with a laptop
91492.jpg,a bathroom with a window and a window
455508.jpg,a boat is docked in a harbor with a lighthouse in the background
138100.jpg,a young boy is standing on a bench
409489.jpg,a cat sitting on a microwave in a kitchen
497969.jpg,a man is riding a motorcycle down a street
482237.jpg,a man and woman are standing in the rain with umbrellas
219964.jpg,a man riding a wave on top of a surfboard
553192.jpg,a bed with a bed and a bed in it
391229.jpg,a group of sheep are standing in a field
318840.jpg,a person on skis on a snowy slope
357342.jpg,a dog laying on top of a laptop
289067.jpg,a giraffe standing in a field with trees in the background
136218.jpg,a group of people standing around a building with a clock
311232.jpg,a train is parked on a track near a train
55645.jpg,a cat is sitting in a wooden chair
357456.jpg,two children brushing their teeth in a bathroom
65135.jpg,a large white plane sitting on top of a runway
186207.jpg,a bed with a bed and a bed
68565.jpg,a living room with a window and a window
145480.jpg,a parking meter with a parking meter on the side
369969.jpg,a truck with a large boat on it
152815.jpg,a living room with a table and a living room
372494.jpg,a baseball player is swinging at a ball
380338.jpg,a cake with a knife and a cake
541324.jpg,a kitchen with a stove and a stove
106107.jpg,a man riding a wave on top of a surfboard
329268.jpg,a giraffe is standing in a tree in a zoo
230665.jpg,a living room with a couch and a table
493864.jpg,a woman in a red shirt is walking down a street
310702.jpg,a young boy holding a frisbee in his hand
28508.jpg,two giraffes are standing in a field of grass
96582.jpg,a pizza with a fork on a table
291144.jpg,a black and white photo of a parking meter
126024.jpg,a man with a cell phone in his hand
372003.jpg,a man riding a horse in a city
328730.jpg,a group of people standing in a room
169097.jpg,a parking meter on a sidewalk near a street
400613.jpg,a woman in a white shirt and a woman holding a cake
75768.jpg,a dog is laying on a bed with a stuffed animal
536579.jpg,a giraffe standing in a field of grass
520778.jpg,a woman and a woman standing in a field
489745.jpg,a sandwich is on a plate with a sandwich
264424.jpg,a baseball player is swinging a bat at a ball
429727.jpg,a stop sign with a stop sign on the side of the road
334658.jpg,a stop sign with a sign on it
563625.jpg,a man sitting on a bench with a dog
523749.jpg,a cat is sitting on a laptop computer
53088.jpg,a person cutting a piece of food on a table
228914.jpg,a man riding a motorcycle on a street with a group of people
336113.jpg,a bathroom with a toilet and a sink
340197.jpg,a man is playing with a frisbee in a park
513810.jpg,a man flying a kite in a field
199224.jpg,a bathroom with a toilet and a toilet
190363.jpg,a woman is holding a cell phone in a kitchen
197265.jpg,a cake with a knife and a knife on a table
524628.jpg,a dog sitting on a bench in a park
427865.jpg,a boat is on the beach with a large body of water
286671.jpg,a train is on a bridge over a river
22218.jpg,a large white airplane parked on a runway
263504.jpg,a woman holding an umbrella in front of a building
496431.jpg,a kitchen with a refrigerator and a refrigerator
214018.jpg,a woman is holding a dog on a leash
570285.jpg,a woman in a red jacket is standing on a snowboard
479620.jpg,a woman riding a horse on a dirt road
289883.jpg,a bus is driving down the street in a city
213935.jpg,a bunch of apples and a white bowl
559384.jpg,a herd of sheep standing on top of a beach
248308.jpg,a group of people standing around a kitchen
64279.jpg,a train is on the tracks with a train on the tracks
114504.jpg,a cat is standing in a kitchen next to a glass
423855.jpg,a group of children playing soccer on a field
553038.jpg,a dog is standing on the ground with a dog
96554.jpg,a bunch of bananas on a table with a table
466558.jpg,a group of people are standing in the rain
335747.jpg,a cow is standing in a street with a man on the back
490160.jpg,a bear standing on a rock in a forest
73892.jpg,a plane is parked on the runway of a field
105537.jpg,a street sign on a pole in the middle of a park
279521.jpg,a man standing on a bus in a parking lot
224060.jpg,a laptop computer sitting on top of a table
569016.jpg,a small plane sitting on the tarmac at an airport
557990.jpg,a man in a suit and tie standing next to a man
264124.jpg,a man in a tie is talking on a cell phone
579326.jpg,a man is holding a bunch of broccoli
302582.jpg,a person on a snowboard on a snowy slope
564419.jpg,a large clock on a building with a clock
459575.jpg,a polar bear standing on a rock
346645.jpg,a plate of food with a sandwich and a fork
87811.jpg,a man is holding a frisbee in his hand
185759.jpg,a woman is holding a baseball bat in his hand
222343.jpg,a bathroom with a toilet and a toilet
427335.jpg,a table with a bunch of food on it
238700.jpg,two giraffes standing in the grass near a tree
153638.jpg,a laptop computer sitting on top of a table
90753.jpg,a vase with a flower in it with a flower in it
551660.jpg,a plate of food with a plate of food
338474.jpg,a horse standing in a field with a fence
481874.jpg,a man and woman are sitting on a laptop
66831.jpg,a group of bananas are on a table
563280.jpg,a living room with a couch and a table
53712.jpg,a young girl flying a kite in the sky
553761.jpg,a cat is sitting on a bed with a cat
206937.jpg,a woman is eating a banana in a kitchen
569567.jpg,a man is holding a banana in a restaurant
508915.jpg,a man riding a skateboard down a cement ramp
419284.jpg,a train is on a track with a train on the tracks
402902.jpg,a man riding a skateboard down a rail in the air
235833.jpg,a toilet in a bathroom with a toilet and a toilet
524877.jpg,a large train is parked in a museum
146465.jpg,a kitchen with a stove and a sink
31813.jpg,a man riding a bike with a dog in the back
429758.jpg,a bird is standing on a rock in the water
208251.jpg,a large truck is parked on the side of the road
